order_item_id,order_id,product_id,quantity,unit_price,discount,final_price,created_at,updated_at
8050,2670,51,1,69833.57,0.18,57263.53,2026-01-07 01:01:14.921821,2026-04-29 11:15:27.466667
8051,2670,234,1,49547.04,0.03,48060.63,2026-01-07 01:01:14.921821,2026-04-29 11:15:27.466667
8052,2671,364,2,39913.12,0.13,69448.83,2024-09-07 20:50:54.275089,2025-07-29 06:35:51.492899
8053,2671,160,3,63484.16,0.13,165693.66,2024-09-07 20:50:54.275089,2025-07-29 06:35:51.492899
8054,2671,281,1,48046.86,0.01,47566.39,2024-09-07 20:50:54.275089,2025-07-29 06:35:51.492899
8055,2672,438,1,9987.05,0.13,8688.73,2024-11-25 12:19:03.939755,2024-12-26 20:16:48.226095
8056,2672,318,1,29199.05,0.16,24527.2,2024-11-25 12:19:03.939755,2024-12-26 20:16:48.226095
8057,2673,298,1,7712.82,0.04,7404.31,2026-07-18 10:42:08.929453,2026-07-24 03:20:25.612581
8058,2673,104,2,14377.36,0.07,26741.89,2026-07-18 10:42:08.929453,2026-07-24 03:20:25.612581
8059,2673,296,1,11779.71,0.1,10601.74,2026-07-18 10:42:08.929453,2026-07-24 03:20:25.612581
8060,2674,81,3,11113.78,0.15,28340.14,2025-10-24 01:19:39.844490,2026-01-10 18:22:47.176697
8061,2674,344,3,56665.16,0.02,166595.57,2025-10-24 01:19:39.844490,2026-01-10 18:22:47.176697
8062,2674,197,2,23382.81,0.06,43959.68,2025-10-24 01:19:39.844490,2026-01-10 18:22:47.176697
8063,2674,490,3,47283.46,0.1,127665.34,2025-10-24 01:19:39.844490,2026-01-10 18:22:47.176697
8064,2675,189,2,4384.36,0.12,7716.47,2024-09-23 06:37:49.102999,2025-08-28 03:08:21.632068
8065,2675,161,3,52372.76,0.1,141406.45,2024-09-23 06:37:49.102999,2025-08-28 03:08:21.632068
8066,2675,214,2,33716.68,0.19,54621.02,2024-09-23 06:37:49.102999,2025-08-28 03:08:21.632068
8067,2675,203,3,23217.63,0.2,55722.31,2024-09-23 06:37:49.102999,2025-08-28 03:08:21.632068
8068,2676,271,2,45789.45,0.09,83336.8,2026-04-07 23:13:52.327411,2026-05-08 02:51:28.417389
8069,2676,278,3,4069.44,0.16,10254.99,2026-04-07 23:13:52.327411,2026-05-08 02:51:28.417389
8070,2677,103,3,1279.72,0.08,3532.03,2024-10-29 19:42:27.495292,2025-04-25 20:42:16.261967
8071,2677,477,3,38007.09,0.0,114021.27,2024-10-29 19:42:27.495292,2025-04-25 20:42:16.261967
8072,2677,437,2,21803.88,0.17,36194.44,2024-10-29 19:42:27.495292,2025-04-25 20:42:16.261967
8073,2678,265,2,10001.34,0.06,18802.52,2026-04-12 15:39:47.103592,2026-04-14 03:03:22.927629
8074,2678,371,1,30894.07,0.11,27495.72,2026-04-12 15:39:47.103592,2026-04-14 03:03:22.927629
8075,2679,392,3,23896.52,0.11,63803.71,2024-10-14 11:43:56.204398,2025-02-04 19:29:53.551781
8076,2679,429,1,28228.59,0.15,23994.3,2024-10-14 11:43:56.204398,2025-02-04 19:29:53.551781
8077,2680,60,1,23446.74,0.03,22743.34,2025-09-30 06:43:53.244339,2025-11-14 08:23:32.609481
8078,2680,284,3,53116.85,0.03,154570.03,2025-09-30 06:43:53.244339,2025-11-14 08:23:32.609481
8079,2681,44,3,12251.95,0.06,34550.5,2025-06-16 06:36:38.191967,2026-05-08 19:28:55.481136
8080,2682,231,1,45699.42,0.08,42043.47,2025-01-31 20:15:23.891575,2026-02-14 00:14:51.867837
8081,2683,433,1,5477.89,0.1,4930.1,2025-07-14 05:27:37.039912,2026-05-10 23:55:06.619570
8082,2684,150,2,24087.54,0.1,43357.57,2026-04-15 16:31:29.466919,2026-05-20 05:54:26.136581
8083,2684,223,1,48133.31,0.14,41394.65,2026-04-15 16:31:29.466919,2026-05-20 05:54:26.136581
8084,2684,240,2,57035.14,0.07,106085.36,2026-04-15 16:31:29.466919,2026-05-20 05:54:26.136581
8085,2684,214,3,33716.68,0.03,98115.54,2026-04-15 16:31:29.466919,2026-05-20 05:54:26.136581
8086,2685,249,2,37908.47,0.1,68235.25,2024-09-24 15:47:15.542790,2024-12-30 16:25:52.047257
8087,2685,81,1,11113.78,0.13,9668.99,2024-09-24 15:47:15.542790,2024-12-30 16:25:52.047257
8088,2685,64,1,1765.92,0.16,1483.37,2024-09-24 15:47:15.542790,2024-12-30 16:25:52.047257
8089,2685,287,2,40880.94,0.1,73585.69,2024-09-24 15:47:15.542790,2024-12-30 16:25:52.047257
8090,2686,221,2,9402.45,0.15,15984.17,2026-06-07 05:31:19.096135,2026-06-14 16:02:36.104419
8091,2686,335,2,47414.54,0.11,84397.88,2026-06-07 05:31:19.096135,2026-06-14 16:02:36.104419
8092,2686,190,2,2625.47,0.1,4725.85,2026-06-07 05:31:19.096135,2026-06-14 16:02:36.104419
8093,2687,55,1,58856.84,0.17,48851.18,2025-07-22 06:49:43.603747,2026-07-23 02:56:19.384537
8094,2687,427,1,39296.32,0.07,36545.58,2025-07-22 06:49:43.603747,2026-07-23 02:56:19.384537
8095,2687,198,3,44488.56,0.02,130796.37,2025-07-22 06:49:43.603747,2026-07-23 02:56:19.384537
8096,2687,95,3,35037.25,0.15,89344.99,2025-07-22 06:49:43.603747,2026-07-23 02:56:19.384537
8097,2688,18,3,23351.0,0.11,62347.17,2026-02-07 17:49:11.889784,2026-03-19 15:44:56.346950
8098,2688,381,3,60615.33,0.02,178209.07,2026-02-07 17:49:11.889784,2026-03-19 15:44:56.346950
8099,2688,178,1,57109.04,0.11,50827.05,2026-02-07 17:49:11.889784,2026-03-19 15:44:56.346950
8100,2688,473,1,31613.49,0.14,27187.6,2026-02-07 17:49:11.889784,2026-03-19 15:44:56.346950
8101,2689,80,3,38038.13,0.09,103844.09,2025-06-11 13:12:50.201951,2026-02-27 06:37:53.956737
8102,2690,212,2,42700.12,0.14,73444.21,2024-12-26 00:44:27.426925,2026-02-22 08:32:21.450528
8103,2691,60,2,23446.74,0.16,39390.52,2025-04-03 01:48:12.758225,2026-02-04 08:07:42.870974
8104,2691,190,3,2625.47,0.04,7561.35,2025-04-03 01:48:12.758225,2026-02-04 08:07:42.870974
8105,2692,500,3,12985.74,0.12,34282.35,2026-01-27 20:52:59.953928,2026-02-17 14:07:14.074186
8106,2692,156,1,26486.32,0.19,21453.92,2026-01-27 20:52:59.953928,2026-02-17 14:07:14.074186
8107,2692,57,1,61296.45,0.07,57005.7,2026-01-27 20:52:59.953928,2026-02-17 14:07:14.074186
8108,2692,201,1,46293.19,0.03,44904.39,2026-01-27 20:52:59.953928,2026-02-17 14:07:14.074186
8109,2692,257,3,22481.22,0.18,55303.8,2026-01-27 20:52:59.953928,2026-02-17 14:07:14.074186
8110,2693,427,3,39296.32,0.08,108457.84,2024-11-24 10:23:28.947626,2025-07-24 21:21:57.421430
8111,2693,258,1,11933.13,0.19,9665.84,2024-11-24 10:23:28.947626,2025-07-24 21:21:57.421430
8112,2694,316,2,28175.68,0.13,49025.68,2025-03-02 03:31:31.918053,2026-03-17 22:26:56.682026
8113,2694,123,3,31961.52,0.02,93966.87,2025-03-02 03:31:31.918053,2026-03-17 22:26:56.682026
8114,2694,363,2,535.63,0.05,1017.7,2025-03-02 03:31:31.918053,2026-03-17 22:26:56.682026
8115,2694,347,3,37236.55,0.03,108358.36,2025-03-02 03:31:31.918053,2026-03-17 22:26:56.682026
8116,2695,331,2,38081.69,0.13,66262.14,2026-01-25 15:18:20.236512,2026-05-01 22:36:51.493690
8117,2695,311,3,46211.85,0.19,112294.8,2026-01-25 15:18:20.236512,2026-05-01 22:36:51.493690
8118,2696,492,3,36747.84,0.04,105833.78,2025-04-28 10:35:12.787211,2026-03-14 02:41:06.079777
8119,2696,90,3,20260.26,0.19,49232.43,2025-04-28 10:35:12.787211,2026-03-14 02:41:06.079777
8120,2696,273,2,52311.26,0.08,96252.72,2025-04-28 10:35:12.787211,2026-03-14 02:41:06.079777
8121,2696,379,2,41794.84,0.14,71887.12,2025-04-28 10:35:12.787211,2026-03-14 02:41:06.079777
8122,2696,426,2,19602.93,0.15,33324.98,2025-04-28 10:35:12.787211,2026-03-14 02:41:06.079777
8123,2697,143,1,65056.45,0.03,63104.76,2025-07-06 16:22:42.217045,2025-08-31 09:23:19.485807
8124,2697,309,2,31381.61,0.06,58997.43,2025-07-06 16:22:42.217045,2025-08-31 09:23:19.485807
8125,2697,154,1,37160.34,0.11,33072.7,2025-07-06 16:22:42.217045,2025-08-31 09:23:19.485807
8126,2697,359,2,48519.62,0.17,80542.57,2025-07-06 16:22:42.217045,2025-08-31 09:23:19.485807
8127,2698,415,2,36479.3,0.12,64203.57,2026-04-21 17:23:35.513775,2026-04-22 20:22:20.354720
8128,2698,261,3,12749.99,0.02,37484.97,2026-04-21 17:23:35.513775,2026-04-22 20:22:20.354720
8129,2698,148,2,18905.63,0.12,33273.91,2026-04-21 17:23:35.513775,2026-04-22 20:22:20.354720
8130,2698,324,3,54879.7,0.09,149821.58,2026-04-21 17:23:35.513775,2026-04-22 20:22:20.354720
8131,2698,405,1,20103.38,0.11,17892.01,2026-04-21 17:23:35.513775,2026-04-22 20:22:20.354720
8132,2699,6,1,10900.93,0.03,10573.9,2026-06-02 07:43:18.935841,2026-06-26 04:22:18.841243
8133,2699,154,2,37160.34,0.05,70604.65,2026-06-02 07:43:18.935841,2026-06-26 04:22:18.841243
8134,2699,185,3,50515.72,0.09,137907.92,2026-06-02 07:43:18.935841,2026-06-26 04:22:18.841243
8135,2699,190,3,2625.47,0.18,6458.66,2026-06-02 07:43:18.935841,2026-06-26 04:22:18.841243
8136,2700,279,1,18583.97,0.1,16725.57,2025-12-02 15:07:20.534454,2026-07-16 12:05:50.190041
8137,2701,467,1,45180.39,0.12,39758.74,2025-12-05 19:57:40.928321,2025-12-15 08:00:18.458924
8138,2701,77,3,17752.12,0.19,43137.65,2025-12-05 19:57:40.928321,2025-12-15 08:00:18.458924
8139,2701,121,3,41548.35,0.05,118412.8,2025-12-05 19:57:40.928321,2025-12-15 08:00:18.458924
8140,2702,44,1,12251.95,0.16,10291.64,2026-05-26 08:59:25.518947,2026-07-03 16:33:30.119093
8141,2702,449,1,61611.36,0.03,59763.02,2026-05-26 08:59:25.518947,2026-07-03 16:33:30.119093
8142,2703,324,2,54879.7,0.15,93295.49,2026-06-23 11:27:16.392848,2026-07-07 07:08:17.532300
8143,2703,113,3,52776.08,0.17,131412.44,2026-06-23 11:27:16.392848,2026-07-07 07:08:17.532300
8144,2703,499,3,19592.65,0.04,56426.83,2026-06-23 11:27:16.392848,2026-07-07 07:08:17.532300
8145,2704,374,1,40151.14,0.05,38143.58,2026-05-26 14:46:25.097975,2026-07-17 00:06:01.048036
8146,2705,74,2,8656.84,0.12,15236.04,2025-03-26 16:35:22.038501,2025-08-03 10:34:29.618680
8147,2705,59,3,23647.94,0.18,58173.93,2025-03-26 16:35:22.038501,2025-08-03 10:34:29.618680
8148,2705,58,3,19076.07,0.1,51505.39,2025-03-26 16:35:22.038501,2025-08-03 10:34:29.618680
8149,2705,248,3,9720.83,0.09,26537.87,2025-03-26 16:35:22.038501,2025-08-03 10:34:29.618680
8150,2705,9,3,21006.91,0.04,60499.9,2025-03-26 16:35:22.038501,2025-08-03 10:34:29.618680
8151,2706,93,3,1466.02,0.1,3958.25,2024-10-04 19:02:35.333478,2025-12-09 19:16:48.939176
8152,2706,64,1,1765.92,0.05,1677.62,2024-10-04 19:02:35.333478,2025-12-09 19:16:48.939176
8153,2706,85,3,16978.66,0.08,46861.1,2024-10-04 19:02:35.333478,2025-12-09 19:16:48.939176
8154,2707,358,1,33963.67,0.04,32605.12,2025-05-06 17:37:18.112338,2026-04-15 14:14:08.174562
8155,2708,93,2,1466.02,0.05,2785.44,2026-01-23 04:48:14.284782,2026-06-06 18:54:53.901165
8156,2708,422,2,12263.63,0.13,21338.72,2026-01-23 04:48:14.284782,2026-06-06 18:54:53.901165
8157,2708,453,3,23805.99,0.17,59276.92,2026-01-23 04:48:14.284782,2026-06-06 18:54:53.901165
8158,2709,491,2,25062.04,0.02,49121.6,2025-09-28 01:20:00.062363,2025-11-25 14:48:13.403130
8159,2709,281,1,48046.86,0.07,44683.58,2025-09-28 01:20:00.062363,2025-11-25 14:48:13.403130
8160,2709,354,1,5806.62,0.19,4703.36,2025-09-28 01:20:00.062363,2025-11-25 14:48:13.403130
8161,2709,21,3,47506.49,0.11,126842.33,2025-09-28 01:20:00.062363,2025-11-25 14:48:13.403130
8162,2709,438,1,9987.05,0.0,9987.05,2025-09-28 01:20:00.062363,2025-11-25 14:48:13.403130
8163,2710,147,3,20036.78,0.12,52897.1,2025-03-28 11:21:08.196162,2026-02-25 13:48:40.616781
8164,2710,271,3,45789.45,0.19,111268.36,2025-03-28 11:21:08.196162,2026-02-25 13:48:40.616781
8165,2711,73,3,4666.58,0.0,13999.74,2024-12-03 10:18:50.603006,2025-10-27 11:30:29.307259
8166,2711,145,2,29373.26,0.04,56396.66,2024-12-03 10:18:50.603006,2025-10-27 11:30:29.307259
8167,2711,74,2,8656.84,0.13,15062.9,2024-12-03 10:18:50.603006,2025-10-27 11:30:29.307259
8168,2712,410,1,35372.98,0.01,35019.25,2025-11-28 11:20:27.336248,2026-06-15 06:08:43.333668
8169,2712,384,1,48826.87,0.18,40038.03,2025-11-28 11:20:27.336248,2026-06-15 06:08:43.333668
8170,2712,43,3,48797.52,0.08,134681.16,2025-11-28 11:20:27.336248,2026-06-15 06:08:43.333668
8171,2712,145,2,29373.26,0.02,57571.59,2025-11-28 11:20:27.336248,2026-06-15 06:08:43.333668
8172,2712,237,3,55078.62,0.12,145407.56,2025-11-28 11:20:27.336248,2026-06-15 06:08:43.333668
8173,2713,213,3,45145.38,0.19,109703.27,2024-08-02 17:48:12.179712,2024-10-12 06:07:24.586916
8174,2714,162,2,44718.97,0.01,88543.56,2024-10-08 21:45:15.508408,2025-07-27 19:26:49.537627
8175,2714,133,1,51260.42,0.15,43571.36,2024-10-08 21:45:15.508408,2025-07-27 19:26:49.537627
8176,2715,455,1,49326.78,0.03,47846.98,2025-01-01 06:48:12.130144,2025-06-11 19:40:17.666408
8177,2716,105,2,63394.76,0.09,115378.46,2024-12-13 01:04:45.601716,2024-12-27 00:21:32.087552
8178,2716,62,3,14193.75,0.03,41303.81,2024-12-13 01:04:45.601716,2024-12-27 00:21:32.087552
8179,2716,323,1,13066.44,0.12,11498.47,2024-12-13 01:04:45.601716,2024-12-27 00:21:32.087552
8180,2716,118,3,15028.47,0.13,39224.31,2024-12-13 01:04:45.601716,2024-12-27 00:21:32.087552
8181,2717,178,1,57109.04,0.08,52540.32,2024-09-30 03:58:19.563563,2026-06-14 16:39:00.911079
8182,2718,44,1,12251.95,0.18,10046.6,2025-11-16 15:23:40.010956,2026-06-14 05:02:53.824551
8183,2719,230,1,14682.2,0.12,12920.34,2026-06-19 07:37:04.315824,2026-07-12 09:28:34.332707
8184,2720,255,2,22810.12,0.03,44251.63,2025-12-24 05:44:04.365667,2026-01-18 19:45:49.541528
8185,2721,182,3,53627.51,0.15,136750.15,2026-04-11 14:48:39.984441,2026-04-25 05:45:46.135906
8186,2721,27,3,60778.87,0.15,154986.12,2026-04-11 14:48:39.984441,2026-04-25 05:45:46.135906
8187,2721,128,1,17251.36,0.04,16561.31,2026-04-11 14:48:39.984441,2026-04-25 05:45:46.135906
8188,2722,92,3,24225.41,0.15,61774.8,2025-11-16 11:41:50.032734,2026-06-30 08:36:36.194093
8189,2722,124,1,5925.82,0.06,5570.27,2025-11-16 11:41:50.032734,2026-06-30 08:36:36.194093
8190,2722,172,1,8967.56,0.09,8160.48,2025-11-16 11:41:50.032734,2026-06-30 08:36:36.194093
8191,2722,38,2,8195.17,0.04,15734.73,2025-11-16 11:41:50.032734,2026-06-30 08:36:36.194093
8192,2722,117,1,53366.78,0.13,46429.1,2025-11-16 11:41:50.032734,2026-06-30 08:36:36.194093
8193,2723,356,3,51029.58,0.18,125532.77,2025-09-11 12:08:53.629498,2026-07-15 01:50:02.907490
8194,2723,432,2,6453.76,0.16,10842.32,2025-09-11 12:08:53.629498,2026-07-15 01:50:02.907490
8195,2723,261,1,12749.99,0.03,12367.49,2025-09-11 12:08:53.629498,2026-07-15 01:50:02.907490
8196,2723,257,2,22481.22,0.04,43163.94,2025-09-11 12:08:53.629498,2026-07-15 01:50:02.907490
8197,2724,58,2,19076.07,0.0,38152.14,2026-05-10 12:22:19.809506,2026-07-02 08:43:20.059575
8198,2725,275,3,27138.35,0.08,74901.85,2025-01-26 01:27:44.062822,2025-10-07 17:59:06.656605
8199,2725,447,3,4809.28,0.03,13995.0,2025-01-26 01:27:44.062822,2025-10-07 17:59:06.656605
8200,2725,287,2,40880.94,0.17,67862.36,2025-01-26 01:27:44.062822,2025-10-07 17:59:06.656605
8201,2725,351,3,13242.65,0.13,34563.32,2025-01-26 01:27:44.062822,2025-10-07 17:59:06.656605
8202,2725,455,1,49326.78,0.03,47846.98,2025-01-26 01:27:44.062822,2025-10-07 17:59:06.656605
8203,2726,162,2,44718.97,0.03,86754.8,2026-06-08 20:47:46.225142,2026-07-08 15:28:48.243638
8204,2726,338,3,37797.76,0.04,108857.55,2026-06-08 20:47:46.225142,2026-07-08 15:28:48.243638
8205,2726,171,2,5500.17,0.2,8800.27,2026-06-08 20:47:46.225142,2026-07-08 15:28:48.243638
8206,2727,27,3,60778.87,0.08,167749.68,2026-05-30 00:21:15.714606,2026-06-14 14:55:40.173576
8207,2727,95,1,35037.25,0.16,29431.29,2026-05-30 00:21:15.714606,2026-06-14 14:55:40.173576
8208,2727,143,3,65056.45,0.13,169797.33,2026-05-30 00:21:15.714606,2026-06-14 14:55:40.173576
8209,2728,167,3,2119.33,0.13,5531.45,2025-06-01 21:46:10.790068,2026-06-15 01:06:24.770276
8210,2728,465,3,17924.4,0.07,50009.08,2025-06-01 21:46:10.790068,2026-06-15 01:06:24.770276
8211,2729,51,2,69833.57,0.16,117320.4,2026-02-07 09:16:37.957830,2026-04-02 18:00:02.449890
8212,2729,34,1,12297.77,0.05,11682.88,2026-02-07 09:16:37.957830,2026-04-02 18:00:02.449890
8213,2729,265,2,10001.34,0.02,19602.63,2026-02-07 09:16:37.957830,2026-04-02 18:00:02.449890
8214,2729,328,2,8395.07,0.04,16118.53,2026-02-07 09:16:37.957830,2026-04-02 18:00:02.449890
8215,2729,61,2,60193.0,0.11,107143.54,2026-02-07 09:16:37.957830,2026-04-02 18:00:02.449890
8216,2730,473,2,31613.49,0.08,58168.82,2024-11-20 07:36:44.603255,2025-01-04 14:46:39.817903
8217,2730,276,1,32995.89,0.04,31676.05,2024-11-20 07:36:44.603255,2025-01-04 14:46:39.817903
8218,2730,366,1,44190.99,0.05,41981.44,2024-11-20 07:36:44.603255,2025-01-04 14:46:39.817903
8219,2730,496,1,43059.53,0.18,35308.81,2024-11-20 07:36:44.603255,2025-01-04 14:46:39.817903
8220,2730,260,1,45885.5,0.01,45426.64,2024-11-20 07:36:44.603255,2025-01-04 14:46:39.817903
8221,2731,275,1,27138.35,0.08,24967.28,2026-02-12 15:57:00.634277,2026-04-15 23:48:10.137152
8222,2731,386,2,23608.54,0.12,41551.03,2026-02-12 15:57:00.634277,2026-04-15 23:48:10.137152
8223,2731,332,2,65470.83,0.05,124394.58,2026-02-12 15:57:00.634277,2026-04-15 23:48:10.137152
8224,2731,432,2,6453.76,0.06,12133.07,2026-02-12 15:57:00.634277,2026-04-15 23:48:10.137152
8225,2732,471,3,16778.75,0.12,44295.9,2025-03-25 00:02:41.423383,2025-04-23 06:42:19.777199
8226,2732,110,2,896.64,0.14,1542.22,2025-03-25 00:02:41.423383,2025-04-23 06:42:19.777199
8227,2733,487,2,40784.92,0.09,74228.55,2026-06-23 01:19:19.540593,2026-07-01 15:18:37.892131
8228,2734,22,1,46222.63,0.08,42524.82,2025-06-11 20:02:53.372418,2025-12-29 18:38:44.418886
8229,2734,163,1,57905.98,0.03,56168.8,2025-06-11 20:02:53.372418,2025-12-29 18:38:44.418886
8230,2734,267,2,29444.13,0.11,52410.55,2025-06-11 20:02:53.372418,2025-12-29 18:38:44.418886
8231,2734,185,1,50515.72,0.07,46979.62,2025-06-11 20:02:53.372418,2025-12-29 18:38:44.418886
8232,2734,124,2,5925.82,0.19,9599.83,2025-06-11 20:02:53.372418,2025-12-29 18:38:44.418886
8233,2735,143,3,65056.45,0.13,169797.33,2026-06-03 07:37:51.333068,2026-07-05 03:43:23.515902
8234,2735,388,1,52003.69,0.04,49923.54,2026-06-03 07:37:51.333068,2026-07-05 03:43:23.515902
8235,2736,125,1,40318.59,0.05,38302.66,2024-12-02 08:27:50.904002,2025-09-23 15:38:33.852200
8236,2736,491,1,25062.04,0.0,25062.04,2024-12-02 08:27:50.904002,2025-09-23 15:38:33.852200
8237,2736,78,2,28724.28,0.18,47107.82,2024-12-02 08:27:50.904002,2025-09-23 15:38:33.852200
8238,2737,266,2,61244.0,0.11,109014.32,2024-11-07 02:24:25.333853,2026-03-02 20:06:00.786625
8239,2737,11,3,38485.47,0.09,105065.33,2024-11-07 02:24:25.333853,2026-03-02 20:06:00.786625
8240,2737,268,2,62921.68,0.18,103191.56,2024-11-07 02:24:25.333853,2026-03-02 20:06:00.786625
8241,2737,171,2,5500.17,0.12,9680.3,2024-11-07 02:24:25.333853,2026-03-02 20:06:00.786625
8242,2738,352,2,9669.37,0.12,17018.09,2024-12-31 12:44:56.139176,2026-01-02 20:19:47.798229
8243,2738,453,2,23805.99,0.07,44279.14,2024-12-31 12:44:56.139176,2026-01-02 20:19:47.798229
8244,2738,480,2,8004.38,0.17,13287.27,2024-12-31 12:44:56.139176,2026-01-02 20:19:47.798229
8245,2739,337,2,33634.19,0.1,60541.54,2026-05-22 15:31:42.632725,2026-07-07 07:35:18.206966
8246,2739,34,1,12297.77,0.03,11928.84,2026-05-22 15:31:42.632725,2026-07-07 07:35:18.206966
8247,2740,321,2,10987.59,0.09,19997.41,2024-10-08 10:52:54.500649,2024-11-25 05:13:48.792779
8248,2740,108,1,19773.63,0.01,19575.89,2024-10-08 10:52:54.500649,2024-11-25 05:13:48.792779
8249,2740,385,1,29126.6,0.15,24757.61,2024-10-08 10:52:54.500649,2024-11-25 05:13:48.792779
8250,2741,135,1,42813.12,0.01,42384.99,2025-09-15 08:38:24.880125,2025-12-02 19:52:01.120625
8251,2741,383,1,58202.49,0.16,48890.09,2025-09-15 08:38:24.880125,2025-12-02 19:52:01.120625
8252,2741,277,3,30408.59,0.16,76629.65,2025-09-15 08:38:24.880125,2025-12-02 19:52:01.120625
8253,2741,48,3,38007.54,0.05,108321.49,2025-09-15 08:38:24.880125,2025-12-02 19:52:01.120625
8254,2741,183,2,48897.04,0.08,89970.55,2025-09-15 08:38:24.880125,2025-12-02 19:52:01.120625
8255,2742,452,2,3223.21,0.03,6253.03,2025-06-15 17:05:30.424588,2026-06-13 14:17:17.530008
8256,2743,323,1,13066.44,0.11,11629.13,2024-11-10 17:44:36.145167,2025-12-13 20:44:53.930593
8257,2743,118,3,15028.47,0.02,44183.7,2024-11-10 17:44:36.145167,2025-12-13 20:44:53.930593
8258,2743,39,3,54502.07,0.13,142250.4,2024-11-10 17:44:36.145167,2025-12-13 20:44:53.930593
8259,2743,285,2,26722.86,0.02,52376.81,2024-11-10 17:44:36.145167,2025-12-13 20:44:53.930593
8260,2743,119,3,5533.03,0.01,16433.1,2024-11-10 17:44:36.145167,2025-12-13 20:44:53.930593
8261,2744,481,2,37531.68,0.14,64554.49,2026-06-06 11:08:47.899071,2026-07-09 01:02:19.409990
8262,2745,278,1,4069.44,0.04,3906.66,2025-02-04 15:08:17.390648,2026-02-14 18:11:11.304688
8263,2745,407,1,44205.66,0.08,40669.21,2025-02-04 15:08:17.390648,2026-02-14 18:11:11.304688
8264,2745,122,1,20961.9,0.05,19913.81,2025-02-04 15:08:17.390648,2026-02-14 18:11:11.304688
8265,2745,37,2,23136.92,0.14,39795.5,2025-02-04 15:08:17.390648,2026-02-14 18:11:11.304688
8266,2746,410,1,35372.98,0.19,28652.11,2026-05-16 19:25:19.999490,2026-06-25 20:20:06.769516
8267,2746,96,2,29605.58,0.07,55066.38,2026-05-16 19:25:19.999490,2026-06-25 20:20:06.769516
8268,2746,454,3,36503.06,0.19,88702.44,2026-05-16 19:25:19.999490,2026-06-25 20:20:06.769516
8269,2747,345,2,46106.39,0.04,88524.27,2025-08-05 11:32:56.726826,2026-07-04 05:06:06.378089
8270,2747,129,2,37732.86,0.03,73201.75,2025-08-05 11:32:56.726826,2026-07-04 05:06:06.378089
8271,2747,268,3,62921.68,0.04,181214.44,2025-08-05 11:32:56.726826,2026-07-04 05:06:06.378089
8272,2747,420,1,53730.68,0.11,47820.31,2025-08-05 11:32:56.726826,2026-07-04 05:06:06.378089
8273,2748,294,2,27315.96,0.11,48622.41,2025-07-18 10:27:29.974411,2025-12-27 16:05:17.923976
8274,2748,222,3,32226.97,0.14,83145.58,2025-07-18 10:27:29.974411,2025-12-27 16:05:17.923976
8275,2749,42,2,17803.35,0.14,30621.76,2026-04-02 13:33:58.627649,2026-06-30 12:41:28.880016
8276,2749,413,3,19240.08,0.05,54834.23,2026-04-02 13:33:58.627649,2026-06-30 12:41:28.880016
8277,2749,348,1,18994.42,0.04,18234.64,2026-04-02 13:33:58.627649,2026-06-30 12:41:28.880016
8278,2749,448,3,17885.57,0.0,53656.71,2026-04-02 13:33:58.627649,2026-06-30 12:41:28.880016
8279,2750,324,3,54879.7,0.16,138296.84,2026-02-18 17:02:12.253582,2026-05-14 09:19:00.751410
8280,2750,68,1,33273.53,0.12,29280.71,2026-02-18 17:02:12.253582,2026-05-14 09:19:00.751410
8281,2751,206,2,33724.74,0.18,55308.57,2024-07-27 10:05:04.991350,2026-06-22 02:33:12.230162
8282,2751,108,2,19773.63,0.18,32428.75,2024-07-27 10:05:04.991350,2026-06-22 02:33:12.230162
8283,2752,387,1,19544.73,0.02,19153.84,2026-03-14 12:28:32.988817,2026-05-17 14:49:10.873206
8284,2752,445,3,36076.42,0.01,107146.97,2026-03-14 12:28:32.988817,2026-05-17 14:49:10.873206
8285,2752,199,1,50452.69,0.17,41875.73,2026-03-14 12:28:32.988817,2026-05-17 14:49:10.873206
8286,2752,406,3,56674.54,0.17,141119.6,2026-03-14 12:28:32.988817,2026-05-17 14:49:10.873206
8287,2753,180,1,38586.06,0.01,38200.2,2025-09-12 08:44:57.085429,2026-07-04 22:47:42.091506
8288,2754,65,2,44606.35,0.08,82075.68,2025-04-13 04:29:07.755980,2026-02-26 11:43:48.378435
8289,2754,28,1,30356.91,0.06,28535.5,2025-04-13 04:29:07.755980,2026-02-26 11:43:48.378435
8290,2754,336,2,45664.51,0.13,79456.25,2025-04-13 04:29:07.755980,2026-02-26 11:43:48.378435
8291,2755,159,1,27873.24,0.16,23413.52,2025-05-13 15:29:16.866668,2026-02-14 11:29:31.709588
8292,2756,355,2,57824.55,0.12,101771.21,2026-06-25 09:44:30.536550,2026-06-28 03:11:32.432827
8293,2757,68,1,33273.53,0.18,27284.29,2025-08-19 12:54:47.798405,2026-07-12 04:49:27.791522
8294,2757,479,1,2013.82,0.0,2013.82,2025-08-19 12:54:47.798405,2026-07-12 04:49:27.791522
8295,2757,273,3,52311.26,0.05,149087.09,2025-08-19 12:54:47.798405,2026-07-12 04:49:27.791522
8296,2757,380,1,33869.34,0.11,30143.71,2025-08-19 12:54:47.798405,2026-07-12 04:49:27.791522
8297,2758,48,1,38007.54,0.16,31926.33,2024-09-21 18:37:53.026757,2025-07-27 12:28:22.591436
8298,2758,383,3,58202.49,0.15,148416.35,2024-09-21 18:37:53.026757,2025-07-27 12:28:22.591436
