return_id,order_id,return_date,return_reason,refund_amount,created_at,updated_at
218,2947,2025-06-13 22:53:01.254780,Damaged Product,202649.24,2025-06-13 22:53:01.254780,2025-06-13 22:53:01.254780
219,2499,2025-03-19 04:37:37.775114,Wrong Item,168056.91,2025-03-19 04:37:37.775114,2025-03-19 04:37:37.775114
220,4657,2025-07-06 09:18:30.729637,Size Issue,69315.83,2025-07-06 09:18:30.729637,2025-07-06 09:18:30.729637
221,6280,2025-03-15 23:49:27.509020,Defective,73127.21,2025-03-15 23:49:27.509020,2025-03-15 23:49:27.509020
222,7732,2025-07-14 10:32:31.491648,Defective,93240.67,2025-07-14 10:32:31.491648,2025-07-14 10:32:31.491648
223,4855,2025-03-14 09:37:02.724994,Damaged Product,238246.74,2025-03-14 09:37:02.724994,2025-03-14 09:37:02.724994
224,5691,2025-06-27 12:42:33.992234,Damaged Product,243017.38,2025-06-27 12:42:33.992234,2025-06-27 12:42:33.992234
225,8490,2024-11-15 18:56:40.584780,Wrong Item,200438.18,2024-11-15 18:56:40.584780,2024-11-15 18:56:40.584780
226,2341,2026-06-09 01:38:48.892705,Damaged Product,265306.24,2026-06-09 01:38:48.892705,2026-06-09 01:38:48.892705
227,2794,2025-10-15 05:47:15.511406,Size Issue,281001.52,2025-10-15 05:47:15.511406,2025-10-15 05:47:15.511406
228,6296,2024-11-27 14:59:52.950983,Changed Mind,123163.85,2024-11-27 14:59:52.950983,2024-11-27 14:59:52.950983
229,5069,2025-05-07 12:16:11.138491,Defective,241208.93,2025-05-07 12:16:11.138491,2025-05-07 12:16:11.138491
230,2828,2026-02-21 18:58:14.489425,Damaged Product,267357.59,2026-02-21 18:58:14.489425,2026-02-21 18:58:14.489425
231,3942,2026-07-10 10:28:21.412337,Size Issue,181142.73,2026-07-10 10:28:21.412337,2026-07-10 10:28:21.412337
232,4792,2025-01-16 09:40:07.322874,Damaged Product,335390.18,2025-01-16 09:40:07.322874,2025-01-16 09:40:07.322874
233,1912,2025-07-11 22:46:54.517637,Size Issue,293832.84,2025-07-11 22:46:54.517637,2025-07-11 22:46:54.517637
234,1939,2026-07-28 13:19:28.709222,Wrong Item,168389.41,2026-07-28 13:19:28.709222,2026-07-28 13:19:28.709222
235,5043,2026-01-02 08:37:06.226051,Damaged Product,103804.88,2026-01-02 08:37:06.226051,2026-01-02 08:37:06.226051
236,956,2025-08-04 06:03:29.161062,Changed Mind,39817.25,2025-08-04 06:03:29.161062,2025-08-04 06:03:29.161062
237,1291,2024-11-17 04:11:11.904176,Defective,222954.26,2024-11-17 04:11:11.904176,2024-11-17 04:11:11.904176
238,8428,2026-07-26 16:47:31.867630,Wrong Item,40672.48,2026-07-26 16:47:31.867630,2026-07-26 16:47:31.867630
239,7322,2025-04-15 10:55:31.549000,Wrong Item,169362.63,2025-04-15 10:55:31.549000,2025-04-15 10:55:31.549000
240,4771,2025-04-30 15:19:47.730447,Wrong Item,672891.93,2025-04-30 15:19:47.730447,2025-04-30 15:19:47.730447
241,5771,2026-06-01 22:16:42.118610,Wrong Item,223335.32,2026-06-01 22:16:42.118610,2026-06-01 22:16:42.118610
242,8559,2026-02-18 07:32:15.189485,Defective,104487.67,2026-02-18 07:32:15.189485,2026-02-18 07:32:15.189485
243,165,2026-03-04 00:30:10.978725,Wrong Item,130583.31,2026-03-04 00:30:10.978725,2026-03-04 00:30:10.978725
244,2217,2025-03-21 23:51:11.705728,Size Issue,139531.59,2025-03-21 23:51:11.705728,2025-03-21 23:51:11.705728
245,5209,2025-11-10 15:53:52.514354,Defective,166065.2,2025-11-10 15:53:52.514354,2025-11-10 15:53:52.514354
246,9366,2025-11-16 12:13:52.612576,Wrong Item,507568.83,2025-11-16 12:13:52.612576,2025-11-16 12:13:52.612576
247,1590,2025-02-15 03:20:37.178591,Wrong Item,20394.27,2025-02-15 03:20:37.178591,2025-02-15 03:20:37.178591
248,447,2025-02-05 16:42:13.283405,Damaged Product,264125.73,2025-02-05 16:42:13.283405,2025-02-05 16:42:13.283405
249,995,2025-01-06 17:09:40.213003,Damaged Product,484217.02,2025-01-06 17:09:40.213003,2025-01-06 17:09:40.213003
250,6776,2024-10-13 14:35:10.429058,Defective,115154.24,2024-10-13 14:35:10.429058,2024-10-13 14:35:10.429058
251,8683,2025-11-05 18:13:10.326050,Wrong Item,242668.34,2025-11-05 18:13:10.326050,2025-11-05 18:13:10.326050
252,48,2024-09-23 09:50:20.103446,Defective,139153.37,2024-09-23 09:50:20.103446,2024-09-23 09:50:20.103446
253,2600,2026-03-17 13:16:52.051032,Size Issue,195753.55,2026-03-17 13:16:52.051032,2026-03-17 13:16:52.051032
254,930,2026-04-25 09:39:04.425361,Wrong Item,213027.61,2026-04-25 09:39:04.425361,2026-04-25 09:39:04.425361
255,9692,2024-10-24 00:17:51.756910,Damaged Product,226238.51,2024-10-24 00:17:51.756910,2024-10-24 00:17:51.756910
256,701,2025-03-12 23:44:23.487284,Wrong Item,57060.77,2025-03-12 23:44:23.487284,2025-03-12 23:44:23.487284
257,5224,2024-08-03 08:09:44.610322,Size Issue,26427.96,2024-08-03 08:09:44.610322,2024-08-03 08:09:44.610322
258,8895,2025-03-27 04:44:24.652508,Damaged Product,56984.12,2025-03-27 04:44:24.652508,2025-03-27 04:44:24.652508
259,5194,2026-07-09 03:50:55.152759,Size Issue,201069.15,2026-07-09 03:50:55.152759,2026-07-09 03:50:55.152759
260,7128,2025-04-20 19:13:40.485156,Changed Mind,11428.55,2025-04-20 19:13:40.485156,2025-04-20 19:13:40.485156
261,1308,2025-08-14 05:01:51.080255,Changed Mind,152939.25,2025-08-14 05:01:51.080255,2025-08-14 05:01:51.080255
262,2974,2024-09-17 07:12:42.503429,Damaged Product,91812.75,2024-09-17 07:12:42.503429,2024-09-17 07:12:42.503429
263,3619,2026-02-07 23:42:36.815098,Size Issue,171329.11,2026-02-07 23:42:36.815098,2026-02-07 23:42:36.815098
264,9696,2026-03-19 06:57:37.104578,Changed Mind,94536.42,2026-03-19 06:57:37.104578,2026-03-19 06:57:37.104578
265,8306,2024-10-21 17:27:54.343211,Damaged Product,65599.94,2024-10-21 17:27:54.343211,2024-10-21 17:27:54.343211
266,7875,2025-10-17 02:47:51.165732,Changed Mind,101397.07,2025-10-17 02:47:51.165732,2025-10-17 02:47:51.165732
267,124,2025-01-22 08:37:45.187213,Size Issue,179004.44,2025-01-22 08:37:45.187213,2025-01-22 08:37:45.187213
268,8711,2025-11-13 09:22:36.770681,Size Issue,38862.61,2025-11-13 09:22:36.770681,2025-11-13 09:22:36.770681
269,3819,2025-05-28 03:07:25.006918,Changed Mind,60535.25,2025-05-28 03:07:25.006918,2025-05-28 03:07:25.006918
270,8254,2024-11-16 19:07:39.604657,Damaged Product,75508.08,2024-11-16 19:07:39.604657,2024-11-16 19:07:39.604657
271,9808,2025-06-03 06:38:58.904898,Changed Mind,209702.37,2025-06-03 06:38:58.904898,2025-06-03 06:38:58.904898
272,3113,2025-07-25 08:47:20.810443,Size Issue,155508.86,2025-07-25 08:47:20.810443,2025-07-25 08:47:20.810443
273,9357,2025-12-28 16:36:56.404459,Defective,167871.16,2025-12-28 16:36:56.404459,2025-12-28 16:36:56.404459
274,7201,2025-12-11 18:30:00.621832,Changed Mind,384978.26,2025-12-11 18:30:00.621832,2025-12-11 18:30:00.621832
275,9251,2025-11-10 22:42:36.089022,Changed Mind,168156.84,2025-11-10 22:42:36.089022,2025-11-10 22:42:36.089022
276,9082,2025-04-19 12:20:39.360439,Wrong Item,142871.66,2025-04-19 12:20:39.360439,2025-04-19 12:20:39.360439
277,9983,2026-01-09 10:28:57.148694,Defective,357725.77,2026-01-09 10:28:57.148694,2026-01-09 10:28:57.148694
278,1749,2026-04-23 02:16:45.311495,Size Issue,266618.65,2026-04-23 02:16:45.311495,2026-04-23 02:16:45.311495
279,2664,2026-02-23 16:51:56.425433,Size Issue,180545.76,2026-02-23 16:51:56.425433,2026-02-23 16:51:56.425433
280,317,2025-02-27 17:29:56.735180,Damaged Product,100232.87,2025-02-27 17:29:56.735180,2025-02-27 17:29:56.735180
281,5265,2025-01-20 12:41:00.545038,Size Issue,124539.86,2025-01-20 12:41:00.545038,2025-01-20 12:41:00.545038
282,1251,2026-02-10 05:53:27.942149,Size Issue,278026.33,2026-02-10 05:53:27.942149,2026-02-10 05:53:27.942149
283,3083,2025-11-18 07:26:27.033190,Defective,476798.81,2025-11-18 07:26:27.033190,2025-11-18 07:26:27.033190
284,1490,2024-11-30 15:25:23.776304,Defective,167194.56,2024-11-30 15:25:23.776304,2024-11-30 15:25:23.776304
285,3365,2024-12-20 17:51:26.249842,Size Issue,138338.88,2024-12-20 17:51:26.249842,2024-12-20 17:51:26.249842
286,8938,2026-01-29 10:51:09.431082,Wrong Item,30846.17,2026-01-29 10:51:09.431082,2026-01-29 10:51:09.431082
287,3912,2026-01-19 00:50:35.382989,Defective,102488.18,2026-01-19 00:50:35.382989,2026-01-19 00:50:35.382989
288,8122,2025-09-23 08:19:07.615039,Defective,68622.77,2025-09-23 08:19:07.615039,2025-09-23 08:19:07.615039
289,407,2024-12-20 19:27:52.305697,Wrong Item,178240.4,2024-12-20 19:27:52.305697,2024-12-20 19:27:52.305697
290,7963,2026-07-16 15:19:44.119568,Changed Mind,190352.51,2026-07-16 15:19:44.119568,2026-07-16 15:19:44.119568
291,2539,2026-06-24 11:47:12.101107,Defective,250147.36,2026-06-24 11:47:12.101107,2026-06-24 11:47:12.101107
292,9285,2026-02-16 14:23:42.800667,Damaged Product,75168.23,2026-02-16 14:23:42.800667,2026-02-16 14:23:42.800667
293,5741,2024-10-13 04:23:42.614403,Size Issue,26813.14,2024-10-13 04:23:42.614403,2024-10-13 04:23:42.614403
294,576,2024-11-20 23:44:11.133595,Defective,407463.4,2024-11-20 23:44:11.133595,2024-11-20 23:44:11.133595
295,1610,2025-05-09 00:17:18.915593,Changed Mind,325210.82,2025-05-09 00:17:18.915593,2025-05-09 00:17:18.915593
296,4753,2025-06-26 08:49:46.633701,Size Issue,44330.34,2025-06-26 08:49:46.633701,2025-06-26 08:49:46.633701
297,8474,2025-07-28 09:52:55.300226,Defective,193089.9,2025-07-28 09:52:55.300226,2025-07-28 09:52:55.300226
298,1885,2025-08-27 16:33:40.039483,Wrong Item,263677.24,2025-08-27 16:33:40.039483,2025-08-27 16:33:40.039483
299,195,2026-06-20 22:06:22.202447,Defective,313040.43,2026-06-20 22:06:22.202447,2026-06-20 22:06:22.202447
300,5449,2026-03-10 05:18:03.126549,Wrong Item,351260.52,2026-03-10 05:18:03.126549,2026-03-10 05:18:03.126549
301,5140,2025-10-21 02:30:12.128122,Damaged Product,129174.71,2025-10-21 02:30:12.128122,2025-10-21 02:30:12.128122
302,6326,2026-01-28 20:41:59.993683,Changed Mind,464320.13,2026-01-28 20:41:59.993683,2026-01-28 20:41:59.993683
303,3629,2026-01-03 10:19:31.485441,Changed Mind,66570.77,2026-01-03 10:19:31.485441,2026-01-03 10:19:31.485441
304,7435,2026-02-19 07:56:51.232094,Damaged Product,114355.82,2026-02-19 07:56:51.232094,2026-02-19 07:56:51.232094
305,2821,2025-07-20 13:16:47.483758,Wrong Item,228533.82,2025-07-20 13:16:47.483758,2025-07-20 13:16:47.483758
306,1238,2024-12-04 06:00:42.180609,Size Issue,161741.11,2024-12-04 06:00:42.180609,2024-12-04 06:00:42.180609
307,2206,2026-06-24 03:52:05.581858,Wrong Item,111849.75,2026-06-24 03:52:05.581858,2026-06-24 03:52:05.581858
308,8897,2026-02-21 21:31:29.664376,Damaged Product,192517.59,2026-02-21 21:31:29.664376,2026-02-21 21:31:29.664376
309,1823,2025-01-15 13:30:41.205134,Wrong Item,203095.09,2025-01-15 13:30:41.205134,2025-01-15 13:30:41.205134
310,6773,2025-01-09 14:47:50.539151,Changed Mind,416331.21,2025-01-09 14:47:50.539151,2025-01-09 14:47:50.539151
311,5392,2025-02-08 20:14:29.820261,Damaged Product,145409.38,2025-02-08 20:14:29.820261,2025-02-08 20:14:29.820261
312,5309,2025-09-18 22:53:11.817850,Defective,257968.39,2025-09-18 22:53:11.817850,2025-09-18 22:53:11.817850
313,2797,2025-09-17 06:10:49.265717,Changed Mind,106982.23,2025-09-17 06:10:49.265717,2025-09-17 06:10:49.265717
314,1637,2024-10-30 11:09:24.878271,Defective,97025.45,2024-10-30 11:09:24.878271,2024-10-30 11:09:24.878271
315,3315,2024-09-30 05:15:48.322532,Defective,19333.0,2024-09-30 05:15:48.322532,2024-09-30 05:15:48.322532
316,7258,2025-05-28 04:36:31.759978,Wrong Item,39699.65,2025-05-28 04:36:31.759978,2025-05-28 04:36:31.759978
317,6533,2026-03-08 17:42:56.665476,Damaged Product,294953.19,2026-03-08 17:42:56.665476,2026-03-08 17:42:56.665476
318,5683,2026-05-03 04:01:53.013345,Damaged Product,122940.55,2026-05-03 04:01:53.013345,2026-05-03 04:01:53.013345
319,7401,2025-05-18 09:50:07.450952,Defective,76646.42,2025-05-18 09:50:07.450952,2025-05-18 09:50:07.450952
320,3904,2026-05-05 17:23:14.535131,Wrong Item,20606.07,2026-05-05 17:23:14.535131,2026-05-05 17:23:14.535131
321,4743,2026-06-20 08:28:33.800503,Changed Mind,299650.1,2026-06-20 08:28:33.800503,2026-06-20 08:28:33.800503
322,8680,2025-11-23 03:17:18.319298,Damaged Product,215740.84,2025-11-23 03:17:18.319298,2025-11-23 03:17:18.319298
323,3596,2026-01-24 23:06:08.139678,Wrong Item,280509.65,2026-01-24 23:06:08.139678,2026-01-24 23:06:08.139678
324,4225,2026-01-12 16:24:47.770147,Damaged Product,236509.55,2026-01-12 16:24:47.770147,2026-01-12 16:24:47.770147
325,3169,2024-10-23 22:57:22.046389,Wrong Item,95848.3,2024-10-23 22:57:22.046389,2024-10-23 22:57:22.046389
326,9275,2024-12-06 17:59:51.162042,Defective,3631.77,2024-12-06 17:59:51.162042,2024-12-06 17:59:51.162042
327,2640,2025-07-26 12:42:57.200985,Changed Mind,290351.3,2025-07-26 12:42:57.200985,2025-07-26 12:42:57.200985
328,7774,2025-11-11 13:19:19.360508,Changed Mind,122752.98,2025-11-11 13:19:19.360508,2025-11-11 13:19:19.360508
329,1007,2026-06-18 19:32:33.512507,Defective,239650.25,2026-06-18 19:32:33.512507,2026-06-18 19:32:33.512507
330,4558,2025-07-15 19:41:32.020733,Changed Mind,164184.17,2025-07-15 19:41:32.020733,2025-07-15 19:41:32.020733
331,2675,2024-09-30 06:37:49.102999,Changed Mind,259466.25,2024-09-30 06:37:49.102999,2024-09-30 06:37:49.102999
332,2214,2025-07-04 15:13:59.852412,Wrong Item,173026.17,2025-07-04 15:13:59.852412,2025-07-04 15:13:59.852412
333,730,2026-02-07 06:26:11.312729,Defective,103245.43,2026-02-07 06:26:11.312729,2026-02-07 06:26:11.312729
334,9198,2024-09-16 14:54:21.231424,Size Issue,279952.61,2024-09-16 14:54:21.231424,2024-09-16 14:54:21.231424
335,3220,2026-06-25 00:24:57.368001,Wrong Item,81557.92,2026-06-25 00:24:57.368001,2026-06-25 00:24:57.368001
336,7010,2026-04-02 03:45:18.304315,Size Issue,100379.74,2026-04-02 03:45:18.304315,2026-04-02 03:45:18.304315
337,9697,2025-08-03 04:56:58.157355,Changed Mind,173773.12,2025-08-03 04:56:58.157355,2025-08-03 04:56:58.157355
338,7621,2025-03-29 12:31:20.347618,Wrong Item,42709.02,2025-03-29 12:31:20.347618,2025-03-29 12:31:20.347618
339,4044,2025-03-07 03:11:43.809208,Defective,224865.92,2025-03-07 03:11:43.809208,2025-03-07 03:11:43.809208
340,2994,2025-10-28 17:49:36.958818,Size Issue,115784.75,2025-10-28 17:49:36.958818,2025-10-28 17:49:36.958818
341,5363,2026-04-28 21:24:57.862932,Size Issue,114534.88,2026-04-28 21:24:57.862932,2026-04-28 21:24:57.862932
342,5279,2026-02-07 21:53:12.972156,Size Issue,78614.02,2026-02-07 21:53:12.972156,2026-02-07 21:53:12.972156
343,8252,2026-03-11 03:32:58.160086,Changed Mind,527450.1,2026-03-11 03:32:58.160086,2026-03-11 03:32:58.160086
344,6233,2026-03-13 09:36:20.988828,Wrong Item,43235.24,2026-03-13 09:36:20.988828,2026-03-13 09:36:20.988828
345,9888,2025-04-11 01:24:29.825845,Wrong Item,303246.12,2025-04-11 01:24:29.825845,2025-04-11 01:24:29.825845
346,8936,2025-03-30 08:38:55.573436,Wrong Item,74489.86,2025-03-30 08:38:55.573436,2025-03-30 08:38:55.573436
347,8969,2025-03-16 08:27:45.621531,Wrong Item,27033.84,2025-03-16 08:27:45.621531,2025-03-16 08:27:45.621531
348,6151,2025-06-19 04:32:58.545505,Defective,37902.56,2025-06-19 04:32:58.545505,2025-06-19 04:32:58.545505
349,9687,2026-01-04 19:10:08.522462,Size Issue,197067.34,2026-01-04 19:10:08.522462,2026-01-04 19:10:08.522462
350,921,2025-02-26 20:53:59.877868,Defective,163350.29,2025-02-26 20:53:59.877868,2025-02-26 20:53:59.877868
351,871,2024-11-19 14:55:18.469240,Damaged Product,67121.91,2024-11-19 14:55:18.469240,2024-11-19 14:55:18.469240
352,1743,2025-01-26 14:02:03.204354,Defective,111439.49,2025-01-26 14:02:03.204354,2025-01-26 14:02:03.204354
353,8521,2026-07-25 12:49:14.382038,Changed Mind,158258.35,2026-07-25 12:49:14.382038,2026-07-25 12:49:14.382038
354,849,2024-11-14 02:33:27.326135,Damaged Product,140437.29,2024-11-14 02:33:27.326135,2024-11-14 02:33:27.326135
355,2248,2025-03-11 23:41:34.224489,Changed Mind,61414.79,2025-03-11 23:41:34.224489,2025-03-11 23:41:34.224489
356,6529,2026-01-08 21:46:51.774533,Defective,28743.96,2026-01-08 21:46:51.774533,2026-01-08 21:46:51.774533
357,5287,2025-02-04 01:09:20.419676,Size Issue,151473.55,2025-02-04 01:09:20.419676,2025-02-04 01:09:20.419676
358,3939,2025-02-23 10:46:17.634257,Defective,135940.21,2025-02-23 10:46:17.634257,2025-02-23 10:46:17.634257
359,8810,2025-08-12 09:12:07.459690,Defective,63756.12,2025-08-12 09:12:07.459690,2025-08-12 09:12:07.459690
360,6584,2026-06-09 11:49:57.482632,Changed Mind,308139.65,2026-06-09 11:49:57.482632,2026-06-09 11:49:57.482632
361,7805,2025-09-12 07:27:51.629402,Changed Mind,92166.72,2025-09-12 07:27:51.629402,2025-09-12 07:27:51.629402
362,4299,2025-03-01 22:40:25.510315,Wrong Item,264916.25,2025-03-01 22:40:25.510315,2025-03-01 22:40:25.510315
363,8101,2025-09-26 13:52:43.102607,Wrong Item,310924.78,2025-09-26 13:52:43.102607,2025-09-26 13:52:43.102607
364,4862,2024-12-20 17:01:56.083234,Defective,233395.41,2024-12-20 17:01:56.083234,2024-12-20 17:01:56.083234
365,3924,2025-01-25 23:05:40.451328,Damaged Product,151552.29,2025-01-25 23:05:40.451328,2025-01-25 23:05:40.451328
366,1250,2026-01-02 15:56:04.873155,Size Issue,272653.08,2026-01-02 15:56:04.873155,2026-01-02 15:56:04.873155
367,4819,2025-03-15 12:14:32.923823,Defective,256554.52,2025-03-15 12:14:32.923823,2025-03-15 12:14:32.923823
368,3928,2025-05-11 16:07:46.965620,Wrong Item,205444.37,2025-05-11 16:07:46.965620,2025-05-11 16:07:46.965620
369,9559,2026-04-03 07:27:56.458231,Defective,215144.62,2026-04-03 07:27:56.458231,2026-04-03 07:27:56.458231
370,1484,2026-07-15 01:14:35.590188,Wrong Item,57829.09,2026-07-15 01:14:35.590188,2026-07-15 01:14:35.590188
371,4957,2025-10-24 23:42:08.278693,Changed Mind,131049.3,2025-10-24 23:42:08.278693,2025-10-24 23:42:08.278693
372,9885,2024-07-31 02:22:06.288234,Defective,131687.41,2024-07-31 02:22:06.288234,2024-07-31 02:22:06.288234
373,1336,2025-03-17 22:25:35.786160,Changed Mind,257947.46,2025-03-17 22:25:35.786160,2025-03-17 22:25:35.786160
374,3175,2026-03-14 23:20:50.611004,Damaged Product,113500.07,2026-03-14 23:20:50.611004,2026-03-14 23:20:50.611004
375,1909,2024-12-06 11:34:58.093988,Defective,13660.85,2024-12-06 11:34:58.093988,2024-12-06 11:34:58.093988
376,8005,2026-03-26 09:33:32.726118,Defective,252907.25,2026-03-26 09:33:32.726118,2026-03-26 09:33:32.726118
377,6110,2026-07-17 23:47:57.542252,Damaged Product,456369.38,2026-07-17 23:47:57.542252,2026-07-17 23:47:57.542252
378,8954,2025-08-23 11:31:58.798369,Defective,152197.83,2025-08-23 11:31:58.798369,2025-08-23 11:31:58.798369
379,1811,2025-02-24 20:51:13.573970,Wrong Item,135895.67,2025-02-24 20:51:13.573970,2025-02-24 20:51:13.573970
380,3962,2026-06-06 05:12:26.816205,Size Issue,31596.69,2026-06-06 05:12:26.816205,2026-06-06 05:12:26.816205
381,8710,2026-02-14 23:59:23.521165,Defective,49638.38,2026-02-14 23:59:23.521165,2026-02-14 23:59:23.521165
382,8600,2024-09-04 18:42:26.144583,Defective,182345.33,2024-09-04 18:42:26.144583,2024-09-04 18:42:26.144583
383,1393,2026-03-06 23:38:16.072394,Damaged Product,138009.42,2026-03-06 23:38:16.072394,2026-03-06 23:38:16.072394
384,9384,2026-05-31 09:03:02.430111,Damaged Product,91813.38,2026-05-31 09:03:02.430111,2026-05-31 09:03:02.430111
385,2867,2025-03-10 01:45:26.908967,Changed Mind,5096.21,2025-03-10 01:45:26.908967,2025-03-10 01:45:26.908967
386,3736,2025-04-28 06:26:38.954620,Size Issue,232044.88,2025-04-28 06:26:38.954620,2025-04-28 06:26:38.954620
387,8668,2025-06-16 03:04:06.413077,Damaged Product,93906.69,2025-06-16 03:04:06.413077,2025-06-16 03:04:06.413077
388,5973,2026-07-29 16:31:54.407135,Damaged Product,69854.71,2026-07-29 16:31:54.407135,2026-07-29 16:31:54.407135
389,4555,2024-08-29 21:14:45.315389,Damaged Product,26426.34,2024-08-29 21:14:45.315389,2024-08-29 21:14:45.315389
390,7617,2026-02-27 20:08:54.361385,Wrong Item,253214.2,2026-02-27 20:08:54.361385,2026-02-27 20:08:54.361385
391,5610,2025-08-04 11:16:48.212828,Damaged Product,294259.47,2025-08-04 11:16:48.212828,2025-08-04 11:16:48.212828
392,6803,2025-01-29 07:04:13.924322,Wrong Item,206403.48,2025-01-29 07:04:13.924322,2025-01-29 07:04:13.924322
393,6322,2025-07-21 15:41:33.077211,Wrong Item,190857.4,2025-07-21 15:41:33.077211,2025-07-21 15:41:33.077211
394,9474,2024-09-14 03:42:09.809861,Damaged Product,154378.96,2024-09-14 03:42:09.809861,2024-09-14 03:42:09.809861
395,8522,2025-10-27 12:32:11.955978,Wrong Item,402212.45,2025-10-27 12:32:11.955978,2025-10-27 12:32:11.955978
396,504,2024-12-18 15:44:03.373314,Size Issue,267650.91,2024-12-18 15:44:03.373314,2024-12-18 15:44:03.373314
397,3030,2024-11-06 13:34:32.466371,Size Issue,10414.16,2024-11-06 13:34:32.466371,2024-11-06 13:34:32.466371
398,288,2025-02-10 07:03:23.762089,Changed Mind,150027.82,2025-02-10 07:03:23.762089,2025-02-10 07:03:23.762089
399,7437,2025-06-18 00:49:17.175210,Damaged Product,337994.61,2025-06-18 00:49:17.175210,2025-06-18 00:49:17.175210
