inventory_id,product_id,store_id,stock_quantity,reorder_level,last_updated,created_at,updated_at
976,476,2,497,21,2026-07-25 11:43:17.764785,2026-07-25 11:43:17.764785,2026-07-25 11:43:17.764785
977,477,2,25,70,2026-07-25 11:43:17.764795,2026-07-25 11:43:17.764795,2026-07-25 11:43:17.764795
978,478,2,170,35,2026-07-25 11:43:17.764804,2026-07-25 11:43:17.764804,2026-07-25 11:43:17.764804
979,479,2,64,70,2026-07-25 11:43:17.764814,2026-07-25 11:43:17.764814,2026-07-25 11:43:17.764814
980,480,2,289,33,2026-07-25 11:43:17.764824,2026-07-25 11:43:17.764824,2026-07-25 11:43:17.764824
981,481,2,35,73,2026-07-25 11:43:17.764833,2026-07-25 11:43:17.764833,2026-07-25 11:43:17.764833
982,482,2,391,55,2026-07-25 11:43:17.764843,2026-07-25 11:43:17.764843,2026-07-25 11:43:17.764843
983,483,2,106,57,2026-07-25 11:43:17.764853,2026-07-25 11:43:17.764853,2026-07-25 11:43:17.764853
984,484,2,110,72,2026-07-25 11:43:17.764862,2026-07-25 11:43:17.764862,2026-07-25 11:43:17.764862
985,485,2,445,34,2026-07-25 11:43:17.764872,2026-07-25 11:43:17.764872,2026-07-25 11:43:17.764872
986,486,2,168,69,2026-07-25 11:43:17.764882,2026-07-25 11:43:17.764882,2026-07-25 11:43:17.764882
987,487,2,75,70,2026-07-25 11:43:17.764891,2026-07-25 11:43:17.764891,2026-07-25 11:43:17.764891
988,488,2,461,58,2026-07-25 11:43:17.764901,2026-07-25 11:43:17.764901,2026-07-25 11:43:17.764901
989,489,2,1,37,2026-07-25 11:43:17.764910,2026-07-25 11:43:17.764910,2026-07-25 11:43:17.764910
990,490,2,439,29,2026-07-25 11:43:17.764920,2026-07-25 11:43:17.764920,2026-07-25 11:43:17.764920
991,491,2,66,54,2026-07-25 11:43:17.764930,2026-07-25 11:43:17.764930,2026-07-25 11:43:17.764930
992,492,2,128,71,2026-07-25 11:43:17.764939,2026-07-25 11:43:17.764939,2026-07-25 11:43:17.764939
993,493,2,89,27,2026-07-25 11:43:17.764948,2026-07-25 11:43:17.764948,2026-07-25 11:43:17.764948
994,494,2,338,75,2026-07-25 11:43:17.764957,2026-07-25 11:43:17.764957,2026-07-25 11:43:17.764957
995,495,2,13,28,2026-07-25 11:43:17.764966,2026-07-25 11:43:17.764966,2026-07-25 11:43:17.764966
996,496,2,7,42,2026-07-25 11:43:17.764975,2026-07-25 11:43:17.764975,2026-07-25 11:43:17.764975
997,497,2,404,70,2026-07-25 11:43:17.764983,2026-07-25 11:43:17.764983,2026-07-25 11:43:17.764983
998,498,2,121,57,2026-07-25 11:43:17.764992,2026-07-25 11:43:17.764992,2026-07-25 11:43:17.764992
999,499,2,165,21,2026-07-25 11:43:17.765001,2026-07-25 11:43:17.765001,2026-07-25 11:43:17.765001
1000,500,2,89,36,2026-07-25 11:43:17.765010,2026-07-25 11:43:17.765010,2026-07-25 11:43:17.765010
1001,1,3,26,28,2026-07-25 11:43:17.765187,2026-07-25 11:43:17.765187,2026-07-25 11:43:17.765187
1002,2,3,379,46,2026-07-25 11:43:17.765199,2026-07-25 11:43:17.765199,2026-07-25 11:43:17.765199
1003,3,3,269,27,2026-07-25 11:43:17.765210,2026-07-25 11:43:17.765210,2026-07-25 11:43:17.765210
1004,4,3,381,24,2026-07-25 11:43:17.765221,2026-07-25 11:43:17.765221,2026-07-25 11:43:17.765221
1005,5,3,243,48,2026-07-25 11:43:17.765231,2026-07-25 11:43:17.765231,2026-07-25 11:43:17.765231
1006,6,3,398,43,2026-07-25 11:43:17.765241,2026-07-25 11:43:17.765241,2026-07-25 11:43:17.765241
1007,7,3,262,57,2026-07-25 11:43:17.765254,2026-07-25 11:43:17.765254,2026-07-25 11:43:17.765254
1008,8,3,55,48,2026-07-25 11:43:17.765265,2026-07-25 11:43:17.765265,2026-07-25 11:43:17.765265
1009,9,3,257,34,2026-07-25 11:43:17.765274,2026-07-25 11:43:17.765274,2026-07-25 11:43:17.765274
1010,10,3,484,59,2026-07-25 11:43:17.765284,2026-07-25 11:43:17.765284,2026-07-25 11:43:17.765284
1011,11,3,22,66,2026-07-25 11:43:17.765294,2026-07-25 11:43:17.765294,2026-07-25 11:43:17.765294
1012,12,3,401,78,2026-07-25 11:43:17.765306,2026-07-25 11:43:17.765306,2026-07-25 11:43:17.765306
1013,13,3,443,62,2026-07-25 11:43:17.765315,2026-07-25 11:43:17.765315,2026-07-25 11:43:17.765315
1014,14,3,266,39,2026-07-25 11:43:17.765325,2026-07-25 11:43:17.765325,2026-07-25 11:43:17.765325
1015,15,3,234,61,2026-07-25 11:43:17.765335,2026-07-25 11:43:17.765335,2026-07-25 11:43:17.765335
1016,16,3,493,21,2026-07-25 11:43:17.765345,2026-07-25 11:43:17.765345,2026-07-25 11:43:17.765345
1017,17,3,31,50,2026-07-25 11:43:17.765355,2026-07-25 11:43:17.765355,2026-07-25 11:43:17.765355
1018,18,3,433,45,2026-07-25 11:43:17.765365,2026-07-25 11:43:17.765365,2026-07-25 11:43:17.765365
1019,19,3,218,63,2026-07-25 11:43:17.765375,2026-07-25 11:43:17.765375,2026-07-25 11:43:17.765375
1020,20,3,55,51,2026-07-25 11:43:17.765384,2026-07-25 11:43:17.765384,2026-07-25 11:43:17.765384
1021,21,3,364,78,2026-07-25 11:43:17.765394,2026-07-25 11:43:17.765394,2026-07-25 11:43:17.765394
1022,22,3,227,24,2026-07-25 11:43:17.765404,2026-07-25 11:43:17.765404,2026-07-25 11:43:17.765404
1023,23,3,460,25,2026-07-25 11:43:17.765414,2026-07-25 11:43:17.765414,2026-07-25 11:43:17.765414
1024,24,3,164,58,2026-07-25 11:43:17.765424,2026-07-25 11:43:17.765424,2026-07-25 11:43:17.765424
1025,25,3,75,24,2026-07-25 11:43:17.765434,2026-07-25 11:43:17.765434,2026-07-25 11:43:17.765434
1026,26,3,64,37,2026-07-25 11:43:17.765443,2026-07-25 11:43:17.765443,2026-07-25 11:43:17.765443
1027,27,3,319,60,2026-07-25 11:43:17.765452,2026-07-25 11:43:17.765452,2026-07-25 11:43:17.765452
1028,28,3,299,55,2026-07-25 11:43:17.765460,2026-07-25 11:43:17.765460,2026-07-25 11:43:17.765460
1029,29,3,364,40,2026-07-25 11:43:17.765469,2026-07-25 11:43:17.765469,2026-07-25 11:43:17.765469
1030,30,3,195,58,2026-07-25 11:43:17.765478,2026-07-25 11:43:17.765478,2026-07-25 11:43:17.765478
1031,31,3,271,38,2026-07-25 11:43:17.765487,2026-07-25 11:43:17.765487,2026-07-25 11:43:17.765487
1032,32,3,232,52,2026-07-25 11:43:17.765496,2026-07-25 11:43:17.765496,2026-07-25 11:43:17.765496
1033,33,3,309,47,2026-07-25 11:43:17.765505,2026-07-25 11:43:17.765505,2026-07-25 11:43:17.765505
1034,34,3,50,70,2026-07-25 11:43:17.765514,2026-07-25 11:43:17.765514,2026-07-25 11:43:17.765514
1035,35,3,359,27,2026-07-25 11:43:17.765523,2026-07-25 11:43:17.765523,2026-07-25 11:43:17.765523
1036,36,3,436,61,2026-07-25 11:43:17.765533,2026-07-25 11:43:17.765533,2026-07-25 11:43:17.765533
1037,37,3,333,76,2026-07-25 11:43:17.765542,2026-07-25 11:43:17.765542,2026-07-25 11:43:17.765542
1038,38,3,393,55,2026-07-25 11:43:17.765551,2026-07-25 11:43:17.765551,2026-07-25 11:43:17.765551
1039,39,3,369,75,2026-07-25 11:43:17.765560,2026-07-25 11:43:17.765560,2026-07-25 11:43:17.765560
1040,40,3,110,47,2026-07-25 11:43:17.765569,2026-07-25 11:43:17.765569,2026-07-25 11:43:17.765569
1041,41,3,231,76,2026-07-25 11:43:17.765577,2026-07-25 11:43:17.765577,2026-07-25 11:43:17.765577
1042,42,3,116,46,2026-07-25 11:43:17.765586,2026-07-25 11:43:17.765586,2026-07-25 11:43:17.765586
1043,43,3,173,72,2026-07-25 11:43:17.765595,2026-07-25 11:43:17.765595,2026-07-25 11:43:17.765595
1044,44,3,232,45,2026-07-25 11:43:17.765605,2026-07-25 11:43:17.765605,2026-07-25 11:43:17.765605
1045,45,3,212,66,2026-07-25 11:43:17.765615,2026-07-25 11:43:17.765615,2026-07-25 11:43:17.765615
1046,46,3,48,40,2026-07-25 11:43:17.765625,2026-07-25 11:43:17.765625,2026-07-25 11:43:17.765625
1047,47,3,218,40,2026-07-25 11:43:17.765635,2026-07-25 11:43:17.765635,2026-07-25 11:43:17.765635
1048,48,3,340,36,2026-07-25 11:43:17.765644,2026-07-25 11:43:17.765644,2026-07-25 11:43:17.765644
1049,49,3,191,29,2026-07-25 11:43:17.765654,2026-07-25 11:43:17.765654,2026-07-25 11:43:17.765654
1050,50,3,351,79,2026-07-25 11:43:17.765664,2026-07-25 11:43:17.765664,2026-07-25 11:43:17.765664
1051,51,3,242,24,2026-07-25 11:43:17.765673,2026-07-25 11:43:17.765673,2026-07-25 11:43:17.765673
1052,52,3,46,73,2026-07-25 11:43:17.765683,2026-07-25 11:43:17.765683,2026-07-25 11:43:17.765683
1053,53,3,43,25,2026-07-25 11:43:17.765693,2026-07-25 11:43:17.765693,2026-07-25 11:43:17.765693
1054,54,3,221,26,2026-07-25 11:43:17.765702,2026-07-25 11:43:17.765702,2026-07-25 11:43:17.765702
1055,55,3,381,67,2026-07-25 11:43:17.765712,2026-07-25 11:43:17.765712,2026-07-25 11:43:17.765712
1056,56,3,190,71,2026-07-25 11:43:17.765722,2026-07-25 11:43:17.765722,2026-07-25 11:43:17.765722
1057,57,3,66,55,2026-07-25 11:43:17.765732,2026-07-25 11:43:17.765732,2026-07-25 11:43:17.765732
1058,58,3,30,57,2026-07-25 11:43:17.765741,2026-07-25 11:43:17.765741,2026-07-25 11:43:17.765741
1059,59,3,489,55,2026-07-25 11:43:17.765751,2026-07-25 11:43:17.765751,2026-07-25 11:43:17.765751
1060,60,3,287,41,2026-07-25 11:43:17.765761,2026-07-25 11:43:17.765761,2026-07-25 11:43:17.765761
1061,61,3,343,27,2026-07-25 11:43:17.765770,2026-07-25 11:43:17.765770,2026-07-25 11:43:17.765770
1062,62,3,210,42,2026-07-25 11:43:17.765780,2026-07-25 11:43:17.765780,2026-07-25 11:43:17.765780
1063,63,3,447,62,2026-07-25 11:43:17.765790,2026-07-25 11:43:17.765790,2026-07-25 11:43:17.765790
1064,64,3,481,68,2026-07-25 11:43:17.765799,2026-07-25 11:43:17.765799,2026-07-25 11:43:17.765799
1065,65,3,216,75,2026-07-25 11:43:17.765809,2026-07-25 11:43:17.765809,2026-07-25 11:43:17.765809
1066,66,3,468,66,2026-07-25 11:43:17.765819,2026-07-25 11:43:17.765819,2026-07-25 11:43:17.765819
1067,67,3,26,38,2026-07-25 11:43:17.765828,2026-07-25 11:43:17.765828,2026-07-25 11:43:17.765828
1068,68,3,307,39,2026-07-25 11:43:17.765838,2026-07-25 11:43:17.765838,2026-07-25 11:43:17.765838
1069,69,3,180,26,2026-07-25 11:43:17.765848,2026-07-25 11:43:17.765848,2026-07-25 11:43:17.765848
1070,70,3,295,52,2026-07-25 11:43:17.765857,2026-07-25 11:43:17.765857,2026-07-25 11:43:17.765857
1071,71,3,108,29,2026-07-25 11:43:17.765867,2026-07-25 11:43:17.765867,2026-07-25 11:43:17.765867
1072,72,3,336,50,2026-07-25 11:43:17.765877,2026-07-25 11:43:17.765877,2026-07-25 11:43:17.765877
1073,73,3,114,74,2026-07-25 11:43:17.765887,2026-07-25 11:43:17.765887,2026-07-25 11:43:17.765887
1074,74,3,55,42,2026-07-25 11:43:17.765896,2026-07-25 11:43:17.765896,2026-07-25 11:43:17.765896
1075,75,3,432,55,2026-07-25 11:43:17.765906,2026-07-25 11:43:17.765906,2026-07-25 11:43:17.765906
1076,76,3,188,27,2026-07-25 11:43:17.765916,2026-07-25 11:43:17.765916,2026-07-25 11:43:17.765916
1077,77,3,390,37,2026-07-25 11:43:17.765925,2026-07-25 11:43:17.765925,2026-07-25 11:43:17.765925
1078,78,3,293,34,2026-07-25 11:43:17.765935,2026-07-25 11:43:17.765935,2026-07-25 11:43:17.765935
1079,79,3,413,47,2026-07-25 11:43:17.765944,2026-07-25 11:43:17.765944,2026-07-25 11:43:17.765944
1080,80,3,432,55,2026-07-25 11:43:17.765953,2026-07-25 11:43:17.765953,2026-07-25 11:43:17.765953
1081,81,3,498,69,2026-07-25 11:43:17.765961,2026-07-25 11:43:17.765961,2026-07-25 11:43:17.765961
1082,82,3,419,59,2026-07-25 11:43:17.765970,2026-07-25 11:43:17.765970,2026-07-25 11:43:17.765970
1083,83,3,314,63,2026-07-25 11:43:17.765979,2026-07-25 11:43:17.765979,2026-07-25 11:43:17.765979
1084,84,3,329,55,2026-07-25 11:43:17.765989,2026-07-25 11:43:17.765989,2026-07-25 11:43:17.765989
1085,85,3,13,58,2026-07-25 11:43:17.765998,2026-07-25 11:43:17.765998,2026-07-25 11:43:17.765998
1086,86,3,475,62,2026-07-25 11:43:17.766007,2026-07-25 11:43:17.766007,2026-07-25 11:43:17.766007
1087,87,3,424,64,2026-07-25 11:43:17.766016,2026-07-25 11:43:17.766016,2026-07-25 11:43:17.766016
1088,88,3,136,21,2026-07-25 11:43:17.766025,2026-07-25 11:43:17.766025,2026-07-25 11:43:17.766025
1089,89,3,92,37,2026-07-25 11:43:17.766034,2026-07-25 11:43:17.766034,2026-07-25 11:43:17.766034
1090,90,3,359,68,2026-07-25 11:43:17.766044,2026-07-25 11:43:17.766044,2026-07-25 11:43:17.766044
1091,91,3,158,78,2026-07-25 11:43:17.766054,2026-07-25 11:43:17.766054,2026-07-25 11:43:17.766054
1092,92,3,173,42,2026-07-25 11:43:17.766064,2026-07-25 11:43:17.766064,2026-07-25 11:43:17.766064
1093,93,3,3,31,2026-07-25 11:43:17.766074,2026-07-25 11:43:17.766074,2026-07-25 11:43:17.766074
1094,94,3,445,29,2026-07-25 11:43:17.766083,2026-07-25 11:43:17.766083,2026-07-25 11:43:17.766083
1095,95,3,289,62,2026-07-25 11:43:17.766093,2026-07-25 11:43:17.766093,2026-07-25 11:43:17.766093
1096,96,3,205,24,2026-07-25 11:43:17.766102,2026-07-25 11:43:17.766102,2026-07-25 11:43:17.766102
1097,97,3,72,67,2026-07-25 11:43:17.766112,2026-07-25 11:43:17.766112,2026-07-25 11:43:17.766112
1098,98,3,324,21,2026-07-25 11:43:17.766122,2026-07-25 11:43:17.766122,2026-07-25 11:43:17.766122
1099,99,3,46,67,2026-07-25 11:43:17.766132,2026-07-25 11:43:17.766132,2026-07-25 11:43:17.766132
1100,100,3,271,33,2026-07-25 11:43:17.766141,2026-07-25 11:43:17.766141,2026-07-25 11:43:17.766141
1101,101,3,192,46,2026-07-25 11:43:17.766151,2026-07-25 11:43:17.766151,2026-07-25 11:43:17.766151
1102,102,3,232,41,2026-07-25 11:43:17.766161,2026-07-25 11:43:17.766161,2026-07-25 11:43:17.766161
1103,103,3,80,43,2026-07-25 11:43:17.766170,2026-07-25 11:43:17.766170,2026-07-25 11:43:17.766170
1104,104,3,159,66,2026-07-25 11:43:17.766180,2026-07-25 11:43:17.766180,2026-07-25 11:43:17.766180
1105,105,3,166,69,2026-07-25 11:43:17.766190,2026-07-25 11:43:17.766190,2026-07-25 11:43:17.766190
1106,106,3,482,56,2026-07-25 11:43:17.766200,2026-07-25 11:43:17.766200,2026-07-25 11:43:17.766200
1107,107,3,305,25,2026-07-25 11:43:17.766209,2026-07-25 11:43:17.766209,2026-07-25 11:43:17.766209
1108,108,3,452,23,2026-07-25 11:43:17.766220,2026-07-25 11:43:17.766220,2026-07-25 11:43:17.766220
1109,109,3,79,30,2026-07-25 11:43:17.766230,2026-07-25 11:43:17.766230,2026-07-25 11:43:17.766230
1110,110,3,386,59,2026-07-25 11:43:17.766240,2026-07-25 11:43:17.766240,2026-07-25 11:43:17.766240
1111,111,3,25,63,2026-07-25 11:43:17.766249,2026-07-25 11:43:17.766249,2026-07-25 11:43:17.766249
1112,112,3,41,37,2026-07-25 11:43:17.766259,2026-07-25 11:43:17.766259,2026-07-25 11:43:17.766259
1113,113,3,226,62,2026-07-25 11:43:17.766269,2026-07-25 11:43:17.766269,2026-07-25 11:43:17.766269
1114,114,3,217,51,2026-07-25 11:43:17.766280,2026-07-25 11:43:17.766280,2026-07-25 11:43:17.766280
1115,115,3,310,48,2026-07-25 11:43:17.766290,2026-07-25 11:43:17.766290,2026-07-25 11:43:17.766290
1116,116,3,212,37,2026-07-25 11:43:17.766299,2026-07-25 11:43:17.766299,2026-07-25 11:43:17.766299
1117,117,3,110,68,2026-07-25 11:43:17.766309,2026-07-25 11:43:17.766309,2026-07-25 11:43:17.766309
1118,118,3,262,27,2026-07-25 11:43:17.766319,2026-07-25 11:43:17.766319,2026-07-25 11:43:17.766319
1119,119,3,176,47,2026-07-25 11:43:17.766334,2026-07-25 11:43:17.766334,2026-07-25 11:43:17.766334
1120,120,3,56,38,2026-07-25 11:43:17.766344,2026-07-25 11:43:17.766344,2026-07-25 11:43:17.766344
1121,121,3,347,63,2026-07-25 11:43:17.766354,2026-07-25 11:43:17.766354,2026-07-25 11:43:17.766354
1122,122,3,303,51,2026-07-25 11:43:17.766364,2026-07-25 11:43:17.766364,2026-07-25 11:43:17.766364
1123,123,3,269,62,2026-07-25 11:43:17.766374,2026-07-25 11:43:17.766374,2026-07-25 11:43:17.766374
1124,124,3,157,22,2026-07-25 11:43:17.766384,2026-07-25 11:43:17.766384,2026-07-25 11:43:17.766384
1125,125,3,112,45,2026-07-25 11:43:17.766393,2026-07-25 11:43:17.766393,2026-07-25 11:43:17.766393
1126,126,3,306,23,2026-07-25 11:43:17.766403,2026-07-25 11:43:17.766403,2026-07-25 11:43:17.766403
1127,127,3,3,33,2026-07-25 11:43:17.766413,2026-07-25 11:43:17.766413,2026-07-25 11:43:17.766413
1128,128,3,154,80,2026-07-25 11:43:17.766423,2026-07-25 11:43:17.766423,2026-07-25 11:43:17.766423
1129,129,3,108,69,2026-07-25 11:43:17.766432,2026-07-25 11:43:17.766432,2026-07-25 11:43:17.766432
1130,130,3,70,68,2026-07-25 11:43:17.766441,2026-07-25 11:43:17.766441,2026-07-25 11:43:17.766441
1131,131,3,130,38,2026-07-25 11:43:17.766450,2026-07-25 11:43:17.766450,2026-07-25 11:43:17.766450
1132,132,3,167,27,2026-07-25 11:43:17.766459,2026-07-25 11:43:17.766459,2026-07-25 11:43:17.766459
1133,133,3,3,51,2026-07-25 11:43:17.766468,2026-07-25 11:43:17.766468,2026-07-25 11:43:17.766468
1134,134,3,382,47,2026-07-25 11:43:17.766477,2026-07-25 11:43:17.766477,2026-07-25 11:43:17.766477
1135,135,3,89,28,2026-07-25 11:43:17.766486,2026-07-25 11:43:17.766486,2026-07-25 11:43:17.766486
1136,136,3,194,54,2026-07-25 11:43:17.766495,2026-07-25 11:43:17.766495,2026-07-25 11:43:17.766495
1137,137,3,360,34,2026-07-25 11:43:17.766503,2026-07-25 11:43:17.766503,2026-07-25 11:43:17.766503
1138,138,3,256,55,2026-07-25 11:43:17.766528,2026-07-25 11:43:17.766528,2026-07-25 11:43:17.766528
1139,139,3,426,62,2026-07-25 11:43:17.766539,2026-07-25 11:43:17.766539,2026-07-25 11:43:17.766539
1140,140,3,412,42,2026-07-25 11:43:17.766549,2026-07-25 11:43:17.766549,2026-07-25 11:43:17.766549
1141,141,3,36,45,2026-07-25 11:43:17.766559,2026-07-25 11:43:17.766559,2026-07-25 11:43:17.766559
1142,142,3,441,67,2026-07-25 11:43:17.766569,2026-07-25 11:43:17.766569,2026-07-25 11:43:17.766569
1143,143,3,21,47,2026-07-25 11:43:17.766579,2026-07-25 11:43:17.766579,2026-07-25 11:43:17.766579
1144,144,3,9,49,2026-07-25 11:43:17.766589,2026-07-25 11:43:17.766589,2026-07-25 11:43:17.766589
1145,145,3,471,24,2026-07-25 11:43:17.766598,2026-07-25 11:43:17.766598,2026-07-25 11:43:17.766598
1146,146,3,441,40,2026-07-25 11:43:17.766608,2026-07-25 11:43:17.766608,2026-07-25 11:43:17.766608
1147,147,3,294,47,2026-07-25 11:43:17.766618,2026-07-25 11:43:17.766618,2026-07-25 11:43:17.766618
1148,148,3,293,45,2026-07-25 11:43:17.766628,2026-07-25 11:43:17.766628,2026-07-25 11:43:17.766628
1149,149,3,363,60,2026-07-25 11:43:17.766637,2026-07-25 11:43:17.766637,2026-07-25 11:43:17.766637
1150,150,3,213,38,2026-07-25 11:43:17.766647,2026-07-25 11:43:17.766647,2026-07-25 11:43:17.766647
1151,151,3,58,45,2026-07-25 11:43:17.766657,2026-07-25 11:43:17.766657,2026-07-25 11:43:17.766657
1152,152,3,10,40,2026-07-25 11:43:17.766666,2026-07-25 11:43:17.766666,2026-07-25 11:43:17.766666
1153,153,3,87,71,2026-07-25 11:43:17.766676,2026-07-25 11:43:17.766676,2026-07-25 11:43:17.766676
1154,154,3,485,59,2026-07-25 11:43:17.766686,2026-07-25 11:43:17.766686,2026-07-25 11:43:17.766686
1155,155,3,235,73,2026-07-25 11:43:17.766696,2026-07-25 11:43:17.766696,2026-07-25 11:43:17.766696
1156,156,3,353,78,2026-07-25 11:43:17.766705,2026-07-25 11:43:17.766705,2026-07-25 11:43:17.766705
1157,157,3,185,25,2026-07-25 11:43:17.766715,2026-07-25 11:43:17.766715,2026-07-25 11:43:17.766715
1158,158,3,223,74,2026-07-25 11:43:17.766725,2026-07-25 11:43:17.766725,2026-07-25 11:43:17.766725
1159,159,3,54,35,2026-07-25 11:43:17.766734,2026-07-25 11:43:17.766734,2026-07-25 11:43:17.766734
1160,160,3,223,57,2026-07-25 11:43:17.766744,2026-07-25 11:43:17.766744,2026-07-25 11:43:17.766744
1161,161,3,205,53,2026-07-25 11:43:17.766754,2026-07-25 11:43:17.766754,2026-07-25 11:43:17.766754
1162,162,3,40,45,2026-07-25 11:43:17.766763,2026-07-25 11:43:17.766763,2026-07-25 11:43:17.766763
1163,163,3,445,39,2026-07-25 11:43:17.766773,2026-07-25 11:43:17.766773,2026-07-25 11:43:17.766773
1164,164,3,381,41,2026-07-25 11:43:17.766783,2026-07-25 11:43:17.766783,2026-07-25 11:43:17.766783
1165,165,3,113,41,2026-07-25 11:43:17.766793,2026-07-25 11:43:17.766793,2026-07-25 11:43:17.766793
1166,166,3,398,30,2026-07-25 11:43:17.766802,2026-07-25 11:43:17.766802,2026-07-25 11:43:17.766802
1167,167,3,39,52,2026-07-25 11:43:17.766812,2026-07-25 11:43:17.766812,2026-07-25 11:43:17.766812
1168,168,3,324,27,2026-07-25 11:43:17.766822,2026-07-25 11:43:17.766822,2026-07-25 11:43:17.766822
1169,169,3,271,52,2026-07-25 11:43:17.766831,2026-07-25 11:43:17.766831,2026-07-25 11:43:17.766831
1170,170,3,99,77,2026-07-25 11:43:17.766841,2026-07-25 11:43:17.766841,2026-07-25 11:43:17.766841
1171,171,3,397,42,2026-07-25 11:43:17.766851,2026-07-25 11:43:17.766851,2026-07-25 11:43:17.766851
1172,172,3,179,66,2026-07-25 11:43:17.766861,2026-07-25 11:43:17.766861,2026-07-25 11:43:17.766861
1173,173,3,490,72,2026-07-25 11:43:17.766870,2026-07-25 11:43:17.766870,2026-07-25 11:43:17.766870
1174,174,3,330,72,2026-07-25 11:43:17.766880,2026-07-25 11:43:17.766880,2026-07-25 11:43:17.766880
1175,175,3,75,35,2026-07-25 11:43:17.766890,2026-07-25 11:43:17.766890,2026-07-25 11:43:17.766890
1176,176,3,52,29,2026-07-25 11:43:17.766900,2026-07-25 11:43:17.766900,2026-07-25 11:43:17.766900
1177,177,3,131,32,2026-07-25 11:43:17.766909,2026-07-25 11:43:17.766909,2026-07-25 11:43:17.766909
1178,178,3,88,58,2026-07-25 11:43:17.766919,2026-07-25 11:43:17.766919,2026-07-25 11:43:17.766919
1179,179,3,78,68,2026-07-25 11:43:17.766929,2026-07-25 11:43:17.766929,2026-07-25 11:43:17.766929
1180,180,3,388,61,2026-07-25 11:43:17.766938,2026-07-25 11:43:17.766938,2026-07-25 11:43:17.766938
1181,181,3,38,31,2026-07-25 11:43:17.766947,2026-07-25 11:43:17.766947,2026-07-25 11:43:17.766947
1182,182,3,487,69,2026-07-25 11:43:17.766956,2026-07-25 11:43:17.766956,2026-07-25 11:43:17.766956
1183,183,3,321,51,2026-07-25 11:43:17.766965,2026-07-25 11:43:17.766965,2026-07-25 11:43:17.766965
1184,184,3,237,68,2026-07-25 11:43:17.766974,2026-07-25 11:43:17.766974,2026-07-25 11:43:17.766974
1185,185,3,288,68,2026-07-25 11:43:17.766982,2026-07-25 11:43:17.766982,2026-07-25 11:43:17.766982
1186,186,3,296,48,2026-07-25 11:43:17.766992,2026-07-25 11:43:17.766992,2026-07-25 11:43:17.766992
1187,187,3,348,79,2026-07-25 11:43:17.767000,2026-07-25 11:43:17.767000,2026-07-25 11:43:17.767000
1188,188,3,451,56,2026-07-25 11:43:17.767009,2026-07-25 11:43:17.767009,2026-07-25 11:43:17.767009
1189,189,3,329,60,2026-07-25 11:43:17.767018,2026-07-25 11:43:17.767018,2026-07-25 11:43:17.767018
1190,190,3,319,40,2026-07-25 11:43:17.767027,2026-07-25 11:43:17.767027,2026-07-25 11:43:17.767027
1191,191,3,442,60,2026-07-25 11:43:17.767036,2026-07-25 11:43:17.767036,2026-07-25 11:43:17.767036
1192,192,3,161,29,2026-07-25 11:43:17.767050,2026-07-25 11:43:17.767050,2026-07-25 11:43:17.767050
1193,193,3,225,24,2026-07-25 11:43:17.767060,2026-07-25 11:43:17.767060,2026-07-25 11:43:17.767060
1194,194,3,240,48,2026-07-25 11:43:17.767069,2026-07-25 11:43:17.767069,2026-07-25 11:43:17.767069
1195,195,3,323,39,2026-07-25 11:43:17.767079,2026-07-25 11:43:17.767079,2026-07-25 11:43:17.767079
1196,196,3,407,37,2026-07-25 11:43:17.767089,2026-07-25 11:43:17.767089,2026-07-25 11:43:17.767089
1197,197,3,302,23,2026-07-25 11:43:17.767098,2026-07-25 11:43:17.767098,2026-07-25 11:43:17.767098
1198,198,3,180,52,2026-07-25 11:43:17.767108,2026-07-25 11:43:17.767108,2026-07-25 11:43:17.767108
1199,199,3,37,39,2026-07-25 11:43:17.767118,2026-07-25 11:43:17.767118,2026-07-25 11:43:17.767118
1200,200,3,236,48,2026-07-25 11:43:17.767127,2026-07-25 11:43:17.767127,2026-07-25 11:43:17.767127
1201,201,3,19,23,2026-07-25 11:43:17.767137,2026-07-25 11:43:17.767137,2026-07-25 11:43:17.767137
1202,202,3,188,73,2026-07-25 11:43:17.767147,2026-07-25 11:43:17.767147,2026-07-25 11:43:17.767147
1203,203,3,146,24,2026-07-25 11:43:17.767157,2026-07-25 11:43:17.767157,2026-07-25 11:43:17.767157
1204,204,3,330,75,2026-07-25 11:43:17.767166,2026-07-25 11:43:17.767166,2026-07-25 11:43:17.767166
1205,205,3,500,74,2026-07-25 11:43:17.767176,2026-07-25 11:43:17.767176,2026-07-25 11:43:17.767176
1206,206,3,46,59,2026-07-25 11:43:17.767186,2026-07-25 11:43:17.767186,2026-07-25 11:43:17.767186
1207,207,3,304,52,2026-07-25 11:43:17.767195,2026-07-25 11:43:17.767195,2026-07-25 11:43:17.767195
1208,208,3,196,49,2026-07-25 11:43:17.767205,2026-07-25 11:43:17.767205,2026-07-25 11:43:17.767205
1209,209,3,297,55,2026-07-25 11:43:17.767215,2026-07-25 11:43:17.767215,2026-07-25 11:43:17.767215
1210,210,3,488,70,2026-07-25 11:43:17.767225,2026-07-25 11:43:17.767225,2026-07-25 11:43:17.767225
1211,211,3,378,77,2026-07-25 11:43:17.767234,2026-07-25 11:43:17.767234,2026-07-25 11:43:17.767234
1212,212,3,21,48,2026-07-25 11:43:17.767244,2026-07-25 11:43:17.767244,2026-07-25 11:43:17.767244
